F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
53.87,-148.32,-133.9,128.03,High,21.63,-140.63,-9675.96,-2469.1,-63.2,34618.35,562.83,154.54,27.63,13.41,195.36,2042.06,-533.56,-2672.32,0.84,-4911.32,6.64,3421.07,943.12,1869.81,12,12,1497.86,573.02,-65.91,-0.78,11.51,15.67,Rest,-332.64,-1402.66,469.31
121.86,-211.34,-169.75,93.69,Very low,17.7,-151.11,16132.02,-4421.1,-165.16,44397.45,573.09,156.5,24.9,27.15,207.6,1862.42,-463.76,-4682.46,0.03,-3420.9,6.42,9843.55,3119.46,3318.81,21,6,-550.44,423.12,-81.78,-0.68,22.99,21.73,Europe,-351.42,-1343.43,-706.43
56.1,-237.84,-164.26,126.36,Very high,30.39,-121.82,18337.86,-4651.46,-173,-1206.9,572.19,211.52,9.72,30.72,316.41,1506.08,-577.11,-5953.26,4.44,-5204.16,3.86,8687.55,2072.42,3173.4,9,2,-439.88,1447.76,-75.48,-25.78,15.77,15.8,Rest,-242.52,-1248.61,178.75
40.75,-153.88,-237.25,90.63,Medium,11.58,-192.92,17995.62,-4010.42,-48.92,26836.77,503.55,114.54,22.98,51.54,281.64,2268.7,-841.45,-13061.32,3.18,-3062.12,5.24,3612.06,1724.18,2114.49,12,6,-3230.4,644.84,-68.58,-18.98,12.34,19.12,Europe,-347.16,-1048.96,-894.07
107.3,-211.28,-200.69,109.15,Low,14.1,-170.01,699.06,-5846.82,-134.7,21907.65,542.19,211.73,10.8,39.42,300.99,1944.46,-140.6,-273.32,26.46,-4978.24,10.92,6103.9,1493.32,2048.46,12,8,-3751.78,1351.36,-83.67,-3.74,11.66,23.08,Rest,-291.09,-1044.28,319.81
62.11,-47.86,-179.26,73.81,Very low,12.75,-137.42,3830.64,-6854.12,-134.76,19508.67,623.94,205.08,1.2,31.14,163.32,2564.12,-315.14,-142.6,7.11,-3864.04,0.42,7820.64,2310.8,2854.59,12,2,-2345.62,720.46,-88.41,-3.8,12.05,29.35,Rest,-226.65,-909.55,265.21
41.24,-205.32,-173.84,108.97,Very high,-3.24,-170.59,26835.57,-3965.04,-170.86,36650.31,589.89,180.47,28.8,37.32,265.44,3420.08,-356.85,-8063.08,3.69,-3602.1,12.54,4408.4,2894.2,3377.46,12,12,1408.06,1058.72,-99.93,-3.76,15.52,18.53,Europe,-177.9,-1419.54,2845.03
73.79,-142.84,-218.65,87.66,Very high,7.32,-177.22,26784.33,-2012.5,-162.9,35180.7,419.73,249.28,24.54,34.5,338.88,3305.76,-317.06,-9316.72,0,-3475.06,3.9,1843.16,3069.8,3930.99,15,10,1352.49,1418.78,-74.58,-6.82,4.22,17.07,USA,-300.12,-1103.89,460.9
42.09,-157.12,-262.95,97.8,Low,18.12,-155.84,-9569.58,-5016.58,-185.16,22639.59,425.82,189.25,14.28,30.18,248.64,2281.52,-275.55,-6927.88,0,-2904.76,2.64,10020.59,2223.66,3048.69,9,8,-2548.83,968.16,-79.08,-19.18,14.76,17.49,UK,-143.07,-1102.89,-2176.45
57.42,-336.14,-270.42,116.77,Medium,15.39,-163.74,8983.59,-4626.3,-92.46,20069.37,557.16,145.31,9.75,35.04,217.86,1609.18,-1123.74,2903.7,1.17,-4424,10.92,10626.16,2132.58,1309.38,12,0,-4036.96,-391,-68.67,-9.86,10.79,18.17,Rest,-169.53,-1285.31,382.33
37.73,-202.4,-200.51,151.98,Very high,53.97,-144.07,5372.58,-4911.04,-51.66,36605.22,342.9,166.42,5.46,24.69,261.15,1663.34,-386.44,-13262.54,0.3,-4465.98,5.76,10102.58,670.42,2361.12,18,2,-1873.29,2645.04,-87.81,-11.66,12.39,23.56,Rest,-259.35,-1153.38,99.45
56.74,-276.74,-179.58,66.1,High,8.25,-180.43,13596.75,-5040.78,-127.22,26441.43,536.76,177.64,15.54,44.88,291.45,1756.56,-253.9,-10206.4,62.43,-4756.18,16.88,4872.48,2851.62,1977.09,12,6,2752.83,1686.96,-73.68,-3.28,13.9,18.15,Rest,-313.05,-1082.12,1032.36
35.89,-153.34,-208.23,75.26,Medium,31.38,-177.21,22137.06,-3572.04,-266.06,15246,160.86,166.07,4.8,32.88,286.89,2124.62,-607.15,-7185.38,49.53,-3950.92,4.3,4306.71,1905.68,2792.49,15,6,-2262.11,1577.32,-73.32,-10.88,16.21,22.49,Europe,-261.42,-1438.83,2152.67
84.62,-261.76,-255.31,112.93,High,24.27,-149.5,19001.07,-5310.36,-149.4,21204.72,611.94,188.75,9.6,27.57,422.61,2551.82,-403.25,-2391.24,9.39,-4048.06,7.16,6472.89,1973.32,3380.01,6,8,-4214.9,2201.46,-62.52,-11.4,-1.48,24.72,UK,-398.49,-1117.43,1390.77
49.83,-101.64,-208.3,78.13,High,17.76,-153.1,3322.83,-4231.18,-210.22,15792.21,699.42,155.03,17.31,27.06,250.29,2512.08,43.09,-12972.34,0.12,-4277.5,11.62,5849.82,2672.98,3596.76,18,10,2612.73,1319.88,-88.62,-9.22,13.03,19.45,Rest,-414.63,-1197.78,-63.25
-91.2,-408.02,-192.12,56.05,Medium,18.12,-127.8,8279.88,-3953.2,-58.42,11886.54,597.9,177.01,20.49,33.36,229.86,1602.6,-190.71,-4798.98,0.48,-5220.68,3.48,4707.03,2653.8,1313.28,12,10,-2545.46,1680.06,-69.09,-3.94,10.77,1.27,USA,-79.32,-1307.68,1039.57
99.31,-204.4,-223.48,57.06,High,13.38,-131.33,17394.84,-6246.72,-88.64,23284.98,493.38,83.86,5.79,34.35,155.67,1380.3,-421.79,-13439.46,43.35,-3930.12,2.78,10513.33,2104.92,1378.53,18,8,1064.83,529.86,-77.34,-5.18,11.33,22.17,Europe,-330.33,-1296.26,2257.4
51,-209.46,-218.93,163.84,Very high,2.88,-132.73,3127.41,-3824.46,-176.16,26737.92,471.51,186.91,10.86,66.75,434.19,1794.98,-865.6,-1921.52,0,-4886.32,2,4051.99,3033.92,1676.04,3,8,854.44,468.9,-53.94,-10,10.93,17.04,UK,-339.57,-1206.98,460.49
62.32,-270.46,-240.81,116.92,High,16.5,-158.63,17405.19,-4356.46,-114.86,34089.06,582.75,141.42,22.89,45.57,177.54,2734.5,-459.6,-10866.56,0.39,-4792.72,1.04,2110.83,2502.32,2404.32,9,10,279.35,1053.2,-84.09,-8.34,14.43,18.18,Rest,-402.18,-1209.28,499.87
7.77,-212.88,-248.67,118.77,Very low,28.86,-161.91,22315.32,-5463.94,-297.2,15376.35,388.05,256.38,8.88,20.58,195.09,2456.44,-524.14,-16919.8,0.21,-3991.12,11.38,5594.36,1064.58,3984.33,12,4,-1026.99,1812.96,-69.93,-3.84,21.97,20.01,Rest,-328.77,-1044.26,230.96
71.43,-257.6,-213.95,122.3,Low,11.55,-136.68,-1276.71,-3618.08,-134.04,14218.59,426,165.47,10.59,42.09,311.01,1916.4,-397.23,-5366.42,17.88,-3634.92,3.94,10764.07,1544.9,2534.49,12,6,-1840.63,1168.28,-80.7,-11.7,13.55,18.86,USA,-358.05,-955.58,-51.13
67.42,-112.36,-217.61,159.06,Medium,27.78,-82.46,23578.44,-5672.44,-220.86,15274.44,948.15,176.37,15.54,35.28,166.86,3006.84,-991.23,-2259.84,0.75,-2213.8,4.12,8995.96,2068.64,3246.72,15,8,-5186.54,1282.34,-67.83,-9.12,8.86,1.72,Rest,-120.42,-1277.73,349.67
117.66,-187.5,-207.72,97.08,Very high,-3.72,-131.16,15522.96,-4316.08,-246.46,37158.09,469.38,184.38,20.04,1.23,186.75,2097.6,-521.45,-2469.64,0.06,-3269.48,4.24,5565.73,3042.18,558.21,9,14,-1899.56,1166.86,-72.63,-7.14,16.84,20.74,Europe,-298.2,-1454.33,1565.41
-0.17,-229,-220.86,143.55,High,6.87,-205.27,18139.08,-3974.92,-114.36,8365.14,607.98,131.52,16.17,22.89,196.38,1489.44,-590.26,-939.88,195,-3514.54,2.76,2383.31,2540.16,1131.63,21,4,-1350.7,11.56,-75.48,-11.36,17.7,25.84,Europe,-350.28,-466.39,-540.92
55.63,-346.64,-214.44,100.53,Low,9.45,-158.52,13487.04,-4436.08,-225.06,26234.19,562.05,211.07,21.96,42.9,169.05,3133.84,-363.25,-11140.38,0.54,-4240.32,3.52,9352,2214.5,3531.78,12,12,-5005.45,687.64,-98.04,-7.78,14.02,6.17,USA,-229.92,-1309.76,290.36
114.12,-320.14,-156.16,118.11,Very low,18.54,-165.42,3216.72,-5683.96,-153.46,22330.86,340.59,151.3,15.87,38.76,329.04,2233.08,-378.94,-11420.44,12.48,-3480.9,7.3,9662.97,2026.78,1615.92,12,6,-196.78,1184,-58.86,-7.76,9.26,15.87,Rest,-336.27,-717.32,-44.75
48.73,-175.96,-72.52,108.43,Medium,14.46,-127.87,8919.36,-5279.48,-244.4,20944.44,539.31,132.43,8.19,25.5,474.81,3276.22,-221.06,-19.46,6.36,-4327.26,6.42,8360.93,2105.48,2997.33,9,10,-1201.27,1074.7,-75.78,-9.12,8.31,17.72,Rest,-261.84,-876.13,223.22
26.57,-160.6,-236.29,95.79,Low,14.67,-200.78,13740.06,-3991.5,-103.64,35017.68,648.12,195.52,7.74,40.35,348.15,2107.58,-80.57,1733.04,22.11,-6987.22,3.68,6369.53,2598.98,1476.63,12,4,235.73,513.64,-33.12,-3.74,2.42,17.95,Rest,-346.8,-1583.05,1172.44
-27.6,-62.52,-171.8,153.47,Low,7.71,-163.16,10128.93,-4104.46,-187.08,22453.14,555.33,162.8,2.7,51.99,120.21,2331.1,-779.74,-3384.38,148.23,-4067.06,22.56,11362.22,2613.64,1267.47,9,12,-2758.94,697.28,-80.25,-7.06,4.96,21.63,UK,-374.16,-1765.09,1794.8
81.29,-210.98,-209.87,105.35,High,27.12,-143.6,18320.43,-5437.94,-85.88,18177.39,470.55,142.04,15.42,-5.52,294,3001.16,-484.54,-7969.42,729.69,-3068.44,6.24,4266.79,1720.6,1339.98,15,14,2140.8,432.04,-85.74,-7.4,10.82,22.72,USA,-321.6,-1134.03,3172.43
39.98,-188.4,-236.13,92.1,High,15.9,-221.11,890.58,-4101.98,-125.18,27848.58,564.3,163.93,12.21,36.9,269.34,3319.44,33.6,-4478.44,12.57,-3758.52,25.06,3366.47,2076.12,2430.15,6,4,-5202.39,1110.66,-77.85,-10.02,15.69,22.5,USA,-383.04,-1624.79,3589.34
55.77,-332.16,-211.35,207.38,High,30,-201.82,28758.03,-5362.32,-20.34,34394.61,497.43,160.95,5.46,39.84,215.46,1555.34,-354.72,-1444.06,2.55,-3998.68,14.58,8436.63,2393.3,2493.18,3,2,4588.08,1205.22,-67.95,-4.54,13.6,15.64,USA,-445.17,-1472.74,3825.16
37.14,-126.58,-135.43,72.78,Very high,32.49,-143.92,27786.6,-2663.06,-159.24,37281.69,500.85,178.31,13.5,34.71,245.76,2097.86,-20.63,-5369.12,0.21,-4272.54,7.82,6908.88,1979.34,3372.69,12,8,463.85,476.58,-74.16,-12.52,16.2,29.3,Europe,-305.46,-789.89,-167.59
1.73,-303.24,-214.75,72.85,Very low,14.73,-159.75,8336.88,-5539.82,-92.66,26515.44,421.11,213.13,5.31,24.63,121.95,2234.66,268.03,-3381.96,0.3,-3731.18,1.48,3263.95,1461.36,3229.41,12,6,-3693.05,100.44,-86.73,-21.88,14.29,15.51,USA,-207.69,-1503.49,-152.56
55.75,-174.08,-199.21,128.7,Very high,19.95,-168.54,-14428.44,-4439.74,-242.16,24037.77,618.45,213.51,24.54,16.71,260.25,1267.66,-411.95,-145.4,0.3,-3889.4,25.16,10255.88,2818.4,1846.47,12,8,1277.17,861.92,-77.94,-5.46,13.91,23.64,USA,-362.61,-1544.31,872.63
35.49,-207.94,-198.44,127.46,Very low,12.81,-105.06,27575.97,-4047.86,-178.78,22611.18,495.75,120.75,9.51,35.34,139.38,1672.26,-940.22,-12170.6,7.08,-4005.64,7.6,5439.46,1514.12,1139.13,6,4,105.92,138.28,-77.76,-11.92,10.91,19.27,Rest,-382.5,-1333.66,595.52
60.34,-227.52,-189.38,142.77,Very low,24.06,-185.54,19876.98,-4435.78,-115.5,11987.25,463.32,259.97,15.81,51.63,312.75,1717.64,-414.06,-7138.38,0.51,-3748.46,3.82,3543.45,1756.64,1688.19,9,4,276.15,913.44,-50.61,-8.74,12.75,21.14,UK,-267.15,-939.11,136.89
64.36,-428.82,-180.72,109.72,Very high,20.13,-175.45,5558.31,-3120.42,-115.32,11788.74,529.23,195.32,9.96,43.14,284.07,1908.42,59.63,-7462.72,3.24,-4606.46,2.56,6426.41,2676.36,2543.85,15,10,-1760.57,245.46,-74.82,-4.1,12.79,11.93,Rest,-207.36,-1518.93,869.84
62.01,-226.36,-208.88,119.53,Very low,31.65,-191.05,11112.42,-4308.24,-163.22,37470.09,517.83,188.34,12.57,21.51,133.47,1515.72,0.36,-12521.7,6.15,-3890.3,4.3,627.17,3269.24,2293.95,6,8,-1065.73,1213.64,-72.78,-9.98,7.83,14.36,Rest,-457.65,-1246.38,270.22
84.8,-237.62,-189.98,111.5,Very low,8.1,-140.83,22942.59,-4271.06,-161.9,26481.87,548.73,119.3,1.05,45.48,298.23,2091.12,-388.68,-10816.98,8.46,-4412.36,3.6,6848.67,1951.34,2383.32,12,10,-1175.15,446.42,-77.7,-34.66,13.41,19.23,UK,-294.69,-927.27,-2281.95
-44.04,-213.12,-175.6,91.05,Very low,27.12,-204.16,-4393.05,-4648.56,-171.14,27330.27,502.08,143.24,12.66,35.34,308.97,2979.5,-568.79,-20631.72,1851.3,-3935.7,7.18,3543.75,2142.7,3094.65,6,2,-2154.3,-424.8,-75.27,-28.46,12.68,21.01,Europe,-284.91,-818.63,-1347.58
43.16,-201,-197.81,78.94,Low,11.52,-193.87,13452.96,-5189,-163.56,30542.28,606.15,161.49,17.67,41.07,232.77,1723.28,-429.7,663.06,1516.83,-4460.74,1.2,8649.89,2908.7,2393.31,12,6,389.51,1064.76,-64.41,-2.44,6.01,17.31,Rest,-227.73,-1289.43,1381.59
95.15,-32.76,-181.73,144.08,High,15.75,-97.78,16097.28,-4722.06,-237.08,23714.31,708.93,148.44,4.35,38.73,237.93,1945.5,-291.04,-4341.66,0.03,-3874.22,1.8,4878.51,1478.06,1625.19,21,8,-2939.12,464.64,-65.04,-5.34,9.6,13.51,Europe,-197.43,-1233.25,-592.05
57.16,-245.26,-188.71,113.77,Very low,12.24,-181.88,11992.8,-4287.86,-129.08,30601.41,475.38,250.52,11.31,34.92,158.88,2372.58,-459.81,-22953.46,19.08,-4186.14,17.24,8084.59,2161.9,3805.89,15,10,-1208.86,372.72,-77.82,-3.72,11.17,18.53,USA,-287.43,-1388.51,1203.73
76.15,-81.9,-202.6,150.34,Very high,-9.3,15.8,16380.63,-4437.94,-141.1,18831.9,586.35,185.35,2.46,42.45,172.44,1818.92,-186.39,-9532.68,0.24,-4146.08,3.48,5954.55,2132.92,3252.24,6,6,-386.67,1433.98,-59.28,-28.38,9.54,25.45,Europe,-512.1,-1075.87,-1227.09
51.94,-195.72,-182.48,82.78,Very high,13.14,-170.02,22815.78,-3848.52,-99.56,15967.53,527.94,183.59,24.99,35.22,211.83,1565.34,-702.37,280.26,0.12,-5223.46,8.26,7073.67,2359.06,2846.85,18,2,7228.64,1095.66,-89.31,-8.3,13.54,16.83,USA,-275.01,-1196.73,1285.9
62.39,-208.82,-164.35,73.25,Low,0.72,-106.62,13173.9,-4280.22,-249.22,32272.53,551.58,165.89,24.9,38.22,269.94,1678.78,-431.14,-12883.28,5.49,-2908.34,25.24,4626.17,1666.9,2460.27,18,8,-1182.65,961.52,-71.79,-20.44,15.05,14.91,USA,-416.85,-1775,-105.44
95.92,-251.34,-161.2,112.7,Medium,18.42,-109.36,27740.67,-2959.08,-94.62,24866.73,466.68,168.52,11.94,34.68,75,1697.88,-359.19,-11633.88,0.24,-3069.88,4.02,8152.22,1810.76,3140.61,6,4,453.55,1026.82,-109.17,-6.02,25.43,17.8,Europe,-431.13,-1122.91,2222.13
106.44,30.06,-111.14,118.64,Medium,18.54,-253.93,14682.33,-4336.08,-186.54,19166.67,905.22,172.65,11.91,38.49,361.02,2373.34,-387.56,-9460.66,63.66,-4137.82,4.34,8573.76,1741.58,2451,15,8,1585.04,398.68,-75.15,-23.96,21.33,17.92,Europe,-343.14,-957.3,-1295.47
21.87,-282.34,-265.34,104.4,Medium,10.29,-153.19,3010.14,-2698.16,-278.44,21225.69,522.45,164.68,25.53,31.77,105.33,741.64,-429.51,-10749.48,6174.78,-2969.5,5.74,7438.36,1607.84,1732.29,6,10,-2342.4,1659,-68.13,-26.88,15.58,19.58,Rest,-352.95,-1069.95,21.02
69.48,-268.02,-207.1,111.87,Very low,11.61,-165.2,21574.86,-3997.82,-152.82,46586.85,427.86,178.31,13.53,59.19,251.07,1887.7,161.96,-6961.16,1.8,-3005.88,1.76,2605.19,3891,1889.25,24,14,-3452.43,1170.1,-74.67,-4.62,9.72,26.53,Europe,-329.79,-1243.55,-1072.23
13.39,-206.16,-151.49,106.95,Very high,-1.02,-145.52,-9145.41,-3530.94,-58.98,36776.49,446.07,208.06,14.13,26.37,34.53,2792.06,-301.61,-6775.34,0.09,-3378.16,1.86,7523.98,2397.44,2958.39,9,6,-2783.89,1712.18,-74.46,-13.12,16.5,13.9,Europe,-368.04,-1449.5,117.71
29.29,-233.14,-243.31,89.44,Medium,14.4,-162.3,8682,-3244.66,-184.02,42584.49,468.87,171.9,21.54,32.88,163.17,2019.68,-136.67,-17833.88,0.03,-4046.04,7.48,6249.93,3271.88,2659.23,12,8,212.19,962.06,-94.29,-6.22,10.79,13,Rest,-367.95,-1162.83,21.65
60.16,-74.56,-244.83,145.51,Very high,15.75,-137.89,11450.16,-4461.66,-181.4,17465.58,539.7,145.14,21.99,33.09,341.04,2292.08,-254.63,-9934.44,84.3,-3796.66,4.16,3271.55,1918.26,2407.41,21,6,-3585.91,2061.44,-62.91,-3.68,10.85,16.03,Rest,-257.07,-726.55,524.56
-3.31,-150.54,-193.88,89.63,Medium,5.94,-121.13,16082.82,-3957.94,-226.94,10485.78,559.56,191.91,1.62,18.24,330.99,1138.14,-825.78,-5595.76,0.09,-3238.78,13.04,7381.8,1835.36,1431.33,6,6,-2785.73,489.02,-85.44,-4.64,11.21,17.9,Europe,-350.19,-825.01,339.31
-18.36,-254.68,-181.46,119.12,Medium,6.51,-157.09,1392.12,-4453.66,-245.88,38829.03,526.98,166.07,-3.3,28.5,310.95,1304.3,-60.5,4678.74,0.87,-4491.22,5.32,11267.99,2476.08,1572.63,15,2,-6902.37,74.7,-96.3,-5.52,21.21,17.15,UK,-257.67,-1189.56,511.64
41.6,-147.2,-118.66,116.97,Very high,32.25,-115.91,16172.19,-4852.82,-109.04,28792.83,542.31,114.47,-8.79,17.76,304.14,2255.3,-960.98,-7275.68,6.75,-4499.64,8.14,6733.14,2706.08,340.59,9,12,1662.09,1404.7,-82.26,-24.84,11.1,23.05,Rest,-326.01,-1347.35,81.47
54.29,-161.9,-225.83,55.22,Low,16.32,-130.16,23122.26,-4765.92,-131.3,37805.55,799.77,164.25,14.28,33.33,246.75,2348.18,-127.27,406.74,0.3,-3818.02,5.98,2773.9,2055.78,2705.91,6,8,-2944.09,1201.66,-68.97,-6.44,13.24,19.38,USA,-387.12,-1023.35,1118.59
76.06,-125.8,-200.71,125.72,High,19.44,-187.98,22365.57,-2506.4,-198.3,15130.65,489.27,133.88,2.79,24.63,435.9,2559.64,-448.17,-11248.72,0.06,-3510.2,12.4,4023.5,1764.42,1236.03,6,6,-5789.8,829.96,-77.25,-6.94,12.56,20.25,Europe,-313.47,-898.33,1097.12
39.22,-241.7,-195.61,168.77,High,14.76,-128.44,21373.08,-4209.76,-179.86,15455.7,429,225.76,18.18,26.28,98.13,2058.4,-547.67,-4372.6,0.03,-2364.04,13.84,6540.97,1939.5,4296.36,9,2,-2077.56,1595.26,-76.02,-2.56,10.2,13.05,UK,-64.53,-679.34,811.93
36.69,-258.3,-210.73,127,High,32.94,-170.19,-3488.52,-3671.64,-157.82,16660.38,628.02,78.31,20.7,25.05,459.78,2593.82,479.05,-13744.2,36.54,-3677.72,2.22,11941.48,1892.8,2899.56,21,8,342.83,170.16,-93.15,-10.38,8.89,18.39,Europe,-300.33,-1274.96,-118.07
50.33,-273.96,-165.3,127.51,Very low,11.37,-128.28,8092.14,-4375.38,-254.5,31605.51,552.75,109.55,8.61,35.16,217.26,2102.1,-348.48,5252.74,0.18,-3788.54,13.34,10526.58,1809.9,476.16,9,6,-5902.09,1788.92,-61.47,-7.02,12.8,20.68,Europe,-264.96,-1096.5,-767.5
41.98,-191.48,-212.82,11.79,Medium,11.76,-107.59,21481.8,-4101.26,-151.54,4720.65,571.68,150.09,11.55,40.71,256.47,2937.16,-162.69,-235.3,626.52,-4095.66,2.86,8001.3,2366.36,2863.02,15,6,597.65,1162.64,-90.87,-7.92,15.21,17.41,Europe,-313.32,-776.17,1950.78
-6.02,-327.76,-205.31,116.51,Low,-5.55,-162.82,14762.76,-4735.44,-262.78,24903.06,666.12,185.29,2.67,19.59,324.81,2269.54,-133.41,-6279.04,8.46,-6357.26,11.38,4211.92,2085.66,1351.56,15,4,-6118.14,1014.56,-73.29,-1.26,16.98,16.77,Rest,-334.89,-1558.36,1041.33
64.33,-328.62,-205.4,169.92,Medium,34.47,-105.57,18136.8,-4288.76,-105.34,22378.11,561.48,170.35,9.84,23.97,214.23,2062.02,-295.03,-7670.7,156.69,-4653.36,14.24,8316.24,3448.76,3103.11,15,14,326.64,1476.26,-71.7,-4.16,12.91,20.93,UK,-308.76,-1457.96,1641.78
80.4,-168.94,-198.66,109,Very high,7.86,-216.93,14413.02,-4805.68,-175.72,21926.76,620.52,153.84,5.31,32.49,264.72,2931.14,-760.22,-1923.86,4.38,-4604.24,4.94,10531.4,2383.68,2063.82,12,8,-5011.05,1424.12,-94.2,-25.7,10.23,10.93,USA,-367.74,-995.27,-117.05
41.97,-227.68,-194.22,107.6,Medium,22.86,-108.25,19650.51,-5100.96,-187.44,24788.73,327.03,167.27,6.66,21.18,268.41,1457.04,-460.93,-22428.38,27.24,-4792.78,10.52,6867.95,2689.64,2668.38,9,10,-643.6,1199.02,-77.64,-7.72,11.83,16.92,Rest,-198.42,-810.05,391.13
-8.24,-191.02,-178.16,110.46,Medium,-12,-108.36,13311.69,-2743.68,-236.22,14861.07,553.56,106.32,23.22,33.78,326.61,2519.48,-687.06,3795.6,1.8,-3533.26,6.48,5160.22,2031.48,1508.79,18,10,10361.96,951.12,-79.38,-2.42,10.49,18.51,Europe,-315.99,-948.63,86.23
57.16,-234.94,-189.24,146.6,Low,-0,-145.05,11666.58,-4673.32,-134.06,19493.58,546.27,208.73,16.26,42.12,192.54,922.86,-557.45,-7210.42,6.72,-3412.12,16.52,5285.73,1953.52,1017.84,12,8,-5379.93,1454.76,-77.64,-3.42,12.57,17.65,USA,-328.08,-1337.83,1843.03
47.73,-119.7,-169.39,101.04,Low,27.63,-114.85,2907.84,-4194.1,-82.84,31285.38,696.78,187.68,1.92,24.72,203.25,2643.46,-375.27,-12928.56,0.96,-1144.96,4.18,8722.53,1919.48,1300.35,9,10,-512.32,126.4,-85.08,-0.8,11.96,17.23,Rest,-332.01,-1587.63,768.82
40.27,-195.54,-183.32,106.26,High,14.16,-179.78,16432.86,-6601.8,-205.92,22775.91,503.04,172.62,11.01,50.52,173.04,1169.92,-540,-5156.54,0.99,-2851.8,26.66,5274.63,2217.02,1379.85,15,2,219.44,349.94,-60.33,-6.08,20.56,19.25,UK,-170.94,-805.66,466.04
51.22,-226.26,-81.81,100.47,Very low,7.44,-150.64,10182.6,-4102.72,-245.76,10226.46,579.18,153.35,8.91,51.57,326.94,2751.14,-156.09,-4531,71.07,-3536.34,17.62,5350.12,2280.56,399.18,6,4,-4698.97,1157.88,-71.94,-17.46,9.83,19.38,Europe,-288.99,-958.67,-514.7
81.66,-256.42,-273.1,154.69,Very high,15.09,-110.34,15337.02,-2947.06,-200.56,21891.51,512.34,165.57,21.45,20.91,424.62,1308.62,200.97,-10254.24,0,-6052.9,20.2,3849.98,2092.38,2712.75,12,10,-1224.36,1642.04,-70.23,-4.62,15.57,18.57,Europe,-243.69,-1541.04,1327.38
25.55,-78.02,-176.67,150.98,Very high,0.6,-205.18,16117.44,-4952.84,-169.4,25476.81,735.12,128.95,14.94,38.1,205.41,2825.62,-57.58,-9915.34,4.2,-3150.76,2.62,7377.88,2111.3,1449.54,0,8,-482.69,420.64,-82.62,-20.98,10.88,19.22,Rest,-247.77,-1115.88,511.99
98.95,-242.26,-206.79,52.72,Low,38.82,-149.93,-3503.01,-4256.72,-120.78,16864.53,378.66,180.5,12.81,25.08,218.79,1786.74,-443.8,-2895.3,5.7,-4000.92,20.1,2538.95,2165.06,3517.02,9,16,3243.61,2495.42,-86.1,-11.5,10.99,22.59,Rest,-222.21,-1119.06,-120.26
-59.86,-190.12,-201.03,150.83,Medium,8.25,-113.74,14903.37,-4642.4,-234.26,42396.78,573.54,116.37,-0.42,37.38,254.31,1955.04,27.39,-3058.1,1.68,-4398.74,6.04,8789.75,2981.62,1578.06,12,6,-2764.53,149.74,-131.46,-3.66,25.64,12.41,UK,-398.16,-1305.33,1364.27
-7.21,-283.64,-194.46,112.69,Very low,30.24,-113.67,1390.2,-4776.76,-196.76,8282.91,514.83,103.01,21.21,40.86,297.12,1695.32,98.35,-9555.36,6.54,-3794.1,5.56,10282.33,2187.8,1362,12,6,1960.3,1238.04,-73.38,-4.42,7.1,22.26,Rest,-513.57,-1364.64,331.24
89.7,-192.32,-208.53,42.26,High,1.65,-168.84,21710.46,-4765.96,-69.4,33550.8,549.33,186.25,6.39,4.77,255.81,2919.74,-898.64,-6773.42,0.18,-3726,8.92,7724.77,2497.96,2753.7,21,10,810.76,1047.84,-78.39,-18.1,12.07,16.43,UK,-346.59,-831.32,-1291.6
85.81,-423.82,-318.4,101.85,High,20.16,-162.38,21125.13,-2891.52,-106.76,23762.64,756.42,189.1,6.39,18.33,126.84,2183.88,-212.82,-77.06,0.09,-3865.08,19.04,11029.95,2501.8,1806.18,6,8,-2463.02,396.6,-85.83,-7.56,-3.4,16.27,Rest,-349.65,-1342.06,670.41
60.3,-167.94,-192.08,111.1,Very low,-13.8,-126,-4452.87,-3265.78,-110.52,28056.24,540.96,198.62,-8.28,33.75,247.74,2091.24,-523.06,2210.56,2.31,-4123.92,4.54,6488.95,3304.28,-60.75,18,2,804.14,633.78,-62.82,-14.92,10.12,18.92,Rest,-325.8,-1228.07,-187.03
69.84,-184.38,-174.37,73.43,Very high,17.82,-132.48,12213.93,-5539.02,-58.28,18364.29,640.44,178.34,19.5,20.97,272.82,2721.84,-204.36,-11646.38,0.12,-2748.16,7.54,5842.43,2770.88,1062.48,15,2,3850.55,660.7,-75.36,-2.5,12.77,16.82,Rest,-453.21,-1070.11,659.81
46.11,-283.54,-197.97,65.53,Very low,10.41,-146.58,15914.4,-4480.28,-219.7,24741.06,515.25,213.46,4.26,47.97,177.96,1483.64,-384.21,-4477.58,7.08,-4959.7,11.66,12613.26,1477.56,1648.08,9,4,957.54,536.36,-80.7,-5.88,8.15,19.18,Europe,-232.38,-990.59,773.19
84.37,-133.36,-138.87,97.59,Very low,26.1,-153.83,30475.2,-3659.94,-306.8,31388.94,365.88,143.61,2.85,48.27,311.28,1744.28,-865.93,-82.02,712.86,-3203.38,23.22,6262.19,1938.46,2665.59,18,8,-7915.29,727.26,-65.7,-4.08,11.91,17.43,USA,-298.2,-1099.76,2453.28
